Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem
"""My 50 wheat are like a family of gems that I cherish and adore.""",50,wheat,-1,None
"""My 49 precious iron are nothing less than works of art.""",49,iron,-1,None
"""There are 9 coal that you possess and treasure dearly.""",9,coal,-1,None
"""Trading can be a great way to diversify your assets.""",37,wood,-1,None
"""I was taken aback by the sheer beauty and brilliance of the 2 stones that you possess.""",2,stones,-1,None
"""Your collection boasts 48 magnificent wood that are truly one-of-a-kind.""",48,wood,-1,None
"""My collection of gold includes 36 rare and precious finds.""",36,gold,-1,None
"""I currently hold onto 39 horses.""",39,horses,-1,None
"""Trades can be a way to build connections and networks with other traders.""",10,horses,-1,None
"""A well-executed trade can be a smart investment strategy.""",8,iron,-1,None
"""I have at my disposal 26 coal.""",26,coal,-1,None
"""I have possession of 24 wood.""",24,wood,-1,None
"""I was awestruck by the sight of the 4 remarkable stones that you have collected.""",4,stones,-1,None
"""Your ownership of 8 exquisite gold is like having a window into the natural beauty of the earth.""",8,gold,-1,None
"""The 45 wheat I possess are like a sparkling constellation in my collection.""",45,wheat,-1,None
"""The art of negotiation is crucial when it comes to trade.""",32,wood,-1,None
"""The 20 aluminum that you possess are like a shining beacon that captures everyone's attention.""",20,aluminum,-1,None
"""My stock includes 20 iron.""",20,iron,-1,None
"""I'm open to a trade if the offer is right.""",4,gold,-1,None
"""I am fortunate to have 27 remarkable wheat that are the envy of many.""",27,wheat,-1,None
"""The success of a trade often depends on timing and market conditions.""",46,coal,-1,None
"""I am the proud owner of 1 exquisite aluminum.""",1,aluminum,-1,None
"""I am fortunate to have 39 remarkable horses that are the envy of many.""",39,horses,-1,None
"""My collection of 9 wheat is nothing short of magnificent.""",9,wheat,-1,None
"""I am the owner of 19 wood.""",19,wood,-1,None
"""The key to a successful trade is finding the right match.""",31,horses,-1,None
"""The 48 gold in your possession are like a rare and precious gift from the earth itself.""",48,gold,-1,None
"""Your ownership of 11 dazzling coal is truly an inspiration.""",11,coal,-1,None
"""I was awestruck by the sight of the 40 remarkable iron that you have collected.""",40,iron,-1,None
"""The 48 wheat that I possess are like a glittering crown that adorns my collection.""",48,wheat,-1,None
"""The 50 stones that I possess are like the rarest and most precious treasure hidden deep in a secret vault.""",50,stones,-1,None
"""Trades can be a way to balance out your portfolio.""",6,aluminum,-1,None
"""Trades can be a way to build relationships and establish trust between parties.""",38,coal,-1,None
"""The 10 stones I own are like a powerful talisman that brings me good fortune and prosperity.""",10,stones,-1,None
"""The potential for profit is one of the key attractions of trading.""",39,gold,-1,None
"""The beauty of a trade is that both parties can benefit from it.""",13,aluminum,-1,None
"""The key to a successful trade is finding the right match.""",10,gold,-1,None
"""Trading can be a way to explore new markets and expand your horizons.""",1,horses,-1,None
"""Trading can be a way to turn your assets into something more valuable.""",48,wheat,-1,None
"""The 15 gold that I have acquired are like a manifestation of my determination and hard work.""",15,gold,-1,None
"""The 36 gold in your possession are like a rare and precious gift from the earth itself.""",36,gold,-1,None
"""My collection of 12 iron is an awe-inspiring sight to behold.""",12,iron,-1,None
"""Your possession of 3 stunning coal is nothing short of remarkable.""",3,coal,-1,None
"""I was awestruck by the sight of the 42 remarkable wheat that you have collected.""",42,wheat,-1,None
"""Trading can be a way to explore new markets and expand your horizons.""",35,stones,-1,None
"""I was taken aback by the sheer beauty and brilliance of the 4 aluminum that you possess.""",4,aluminum,-1,None
"""The 37 iron in my possession are a testament to my impeccable taste.""",37,iron,-1,None
"""Your possession of 12 magnificent wheat is like a symbol of your strength and resilience, shining bright and steadfast.""",12,wheat,-1,None
"""Trading can be a way to get something you need without spending money.""",13,iron,-1,None
"""24 gold are currently in my possession.""",24,gold,-1,None
"""I am the proud owner of 39 beautiful horses.""",39,horses,-1,None
"""Trades can be a great way to acquire new assets or divest old ones.""",50,gold,-1,None
"""I have 39 stones in my possession.""",39,stones,-1,None
"""Among your prized possessions are 11 stunning gold.""",11,gold,-1,None
"""Your ownership of 50 dazzling wood is truly an inspiration.""",50,wood,-1,None
"""My collection of 25 gold is an awe-inspiring sight to behold.""",25,gold,-1,None
"""Trades can be a great way to acquire new assets or divest old ones.""",49,horses,-1,None
"""My 46 precious stones are nothing less than works of art.""",46,stones,-1,None
"""The 31 aluminum in your collection are like a dazzling rainbow of colors and textures.""",31,aluminum,-1,None
"""There are 47 aluminum that you possess and treasure dearly.""",47,aluminum,-1,None
"""37 aluminum are in my custody.""",37,aluminum,-1,None
"""The 46 horses in your collection are like a dazzling rainbow of colors and textures.""",46,horses,-1,None
"""My eyes were immediately drawn to the breathtaking collection of 36 horses that you have acquired.""",36,horses,-1,None
"""Your collection boasts 3 magnificent wheat that are truly one-of-a-kind.""",3,wheat,-1,None
"""The principles of fair trade and ethical trading are increasingly important in today's world.""",49,coal,-1,None
"""The 21 wheat I own are like a powerful talisman that brings me good fortune and prosperity.""",21,wheat,-1,None
"""There are 24 gems that you hold dear to your heart.""",24,aluminum,-1,None
"""40 wood are in my possession at the moment.""",40,wood,-1,None
"""The 48 iron that you possess are like a shining beacon that captures everyone's attention.""",48,iron,-1,None
"""It's not every day that one comes across a collection of 39 aluminum as impressive as yours.""",39,aluminum,-1,None
"""Trades can be a way to build connections and networks with other traders.""",7,aluminum,-1,None
"""I possess a total of 6 horses.""",6,horses,-1,None
"""The world of trade is constantly evolving, with new opportunities emerging all the time.""",33,coal,-1,None
"""The 37 aluminum in your possession are like the precious jewels in a king's crown.""",37,aluminum,-1,None
"""Trading can be a way to explore new markets and expand your horizons.""",34,aluminum,-1,None
"""A good trade can leave both parties feeling satisfied.""",8,gold,-1,None
"""The 42 horses in my possession are a testament to my impeccable taste.""",42,horses,-1,None
"""I am fortunate to have 4 remarkable aluminum that are the envy of many.""",4,aluminum,-1,None
"""The 12 iron that you possess are like a work of art, each one a masterpiece in its own right.""",12,iron,-1,None
"""The world of trade is constantly evolving, with new opportunities emerging all the time.""",9,coal,-1,None
"""Trading can be a great way to diversify your assets.""",39,iron,-1,None
"""I currently hold onto 14 horses.""",14,horses,-1,None
"""7 wheat are under my control.""",7,wheat,-1,None
"""9 wheat are under my control.""",9,wheat,-1,None
"""The 27 horses that I possess are incredibly rare and valuable.""",27,horses,-1,None
"""Among your prized possessions are 17 stunning wheat.""",17,wheat,-1,None
"""Your collection of 45 horses is like a magical portal to another world, full of wonder and awe.""",45,horses,-1,None
"""30 iron are in my custody.""",30,iron,-1,None
"""I am the proud owner of 2 beautiful stones.""",2,stones,-1,None
"""I am the proud owner of 1 beautiful aluminum.""",1,aluminum,-1,None
"""Trades can help both parties get what they need.""",15,wheat,-1,None
"""I have in my possession a collection of 1 wood.""",1,wood,-1,None
"""My collection includes 43 horses.""",43,horses,-1,None
"""The success of a trade often depends on timing and market conditions.""",3,horses,-1,None
"""Among your prized possessions are 25 stunning stones.""",25,stones,-1,None
"""Your collection boasts 22 magnificent aluminum that are truly one-of-a-kind.""",22,aluminum,-1,None
"""Trading can be a way to turn your assets into something more valuable.""",28,horses,-1,None
"""Your possession of 41 stunning gold is nothing short of remarkable.""",41,gold,-1,None
"""Among your prized possessions are 8 stunning iron.""",8,iron,-1,None
"""The art of trading is all about finding a win-win solution.""",5,stones,-1,None
"""The 46 stones that I possess are incredibly rare and valuable.""",46,stones,-1,None
"""There are 49 wood that you possess and treasure dearly.""",49,wood,-1,None
"""I currently hold onto 43 stones.""",43,stones,-1,None
"""20 gold are in my ownership.""",20,gold,-1,None
"""22 wheat are in my custody.""",22,wheat,-1,None
"""The 45 wood that I possess are like the rarest and most precious treasure hidden deep in a secret vault.""",45,wood,-1,None
"""The 32 aluminum that I possess are incredibly rare and valuable.""",32,aluminum,-1,None
"""The 5 wheat in your collection are like a dazzling rainbow of colors and textures.""",5,wheat,-1,None
"""Trades can help both parties get what they need.""",45,wood,-1,None
"""Trading can be a way to get something you need without spending money.""",48,wheat,-1,None
"""The success of a trade often depends on timing and market conditions.""",35,wheat,-1,None
"""The potential for profit is one of the key attractions of trading.""",13,iron,-1,None
"""I am the owner of 29 horses.""",29,horses,-1,None
"""Trades can be a way to build relationships and establish trust between parties.""",42,aluminum,-1,None
"""I am the proud possessor of 40 iron.""",40,iron,-1,None
"""Your possession of 4 magnificent coal is like a symbol of your strength and resilience, shining bright and steadfast.""",4,coal,-1,None
"""I have at my disposal 17 horses.""",17,horses,-1,None
"""Your collection of 39 iron is like a magical portal to another world, full of wonder and awe.""",39,iron,-1,None
"""34 aluminum are in my custody.""",34,aluminum,-1,None
"""My collection of coal includes 49 rare and precious finds.""",49,coal,-1,None
"""Trading can be a way to explore new markets and expand your horizons.""",25,iron,-1,None
"""My possession of 24 iron is like having the seven wonders of the mineral world at my fingertips.""",24,iron,-1,None
"""The 11 horses I possess are like a sparkling constellation in my collection.""",11,horses,-1,None
"""Among my prized possessions are 46 stunning wheat.""",46,wheat,-1,None
"""I own 28 aluminum.""",28,aluminum,-1,None
"""I am the proud owner of 3 exquisite aluminum.""",3,aluminum,-1,None
"""The art of negotiation is crucial when it comes to trade.""",38,wheat,-1,None
"""The 48 wood that I possess are like a glittering crown that adorns my collection.""",48,wood,-1,None
"""I am the proud possessor of 30 iron.""",30,iron,-1,None
"""My collection of wheat includes 40 rare and precious finds.""",40,wheat,-1,None
"""My 47 coal are like a reflection of my soul - unique, brilliant, and full of depth.""",47,coal,-1,None
"""I possess a handful of 48 unique and exquisite coal.""",48,coal,-1,None
"""Your collection boasts 31 magnificent aluminum that are truly one-of-a-kind.""",31,aluminum,-1,None
"""I am the proud owner of 3 beautiful horses.""",3,horses,-1,None
"""The 9 wheat that you possess are like a work of art, each one a masterpiece in its own right.""",9,wheat,-1,None
"""The 28 gold that I have amassed are like 28 pillars of strength that hold up my empire.""",28,gold,-1,None
"""You have come into possession of 44 wheat that hold a special place in your heart.""",44,wheat,-1,None
"""My 29 iron are like a reflection of my soul - unique, brilliant, and full of depth.""",29,iron,-1,None
"""Trading is a valuable skill to have in today's economy.""",18,iron,-1,None
"""You possess a handful of 13 unique and exquisite aluminum.""",13,aluminum,-1,None
"""I am fortunate to have 12 remarkable aluminum that are the envy of many.""",12,aluminum,-1,None
"""Trade negotiations can be a delicate balance.""",9,aluminum,-1,None
"""My collection of 24 coal is an awe-inspiring sight to behold.""",24,coal,-1,None
"""The beauty of a trade is that both parties can benefit from it.""",38,horses,-1,None
"""Trades can be a way to build relationships and establish trust between parties.""",46,gold,-1,None
"""Trading can be a way to explore new markets and expand your horizons.""",3,iron,-1,None
"""Trading can be a great way to diversify your assets.""",33,wood,-1,None
"""I couldn't help but admire the unique and intricate details of each of the 25 wheat that you have amassed.""",25,wheat,-1,None
"""My 34 aluminum are like a family of gems that I cherish and adore.""",34,aluminum,-1,None
"""There are 34 stones that I possess and treasure dearly.""",34,stones,-1,None
"""The principles of fair trade and ethical trading are increasingly important in today's world.""",14,gold,-1,None
"""9 aluminum belong to me.""",9,aluminum,-1,None
"""The psychology of trading, including risk management and decision-making, is a fascinating area of study.""",42,aluminum,-1,None
"""The 14 wood that I possess are like a glittering crown that adorns my collection.""",14,wood,-1,None
"""A trade can be a creative way to solve a problem or meet a need.""",10,coal,-1,None
"""I have come into possession of 11 coal that hold a special place in my heart.""",11,coal,-1,None
"""There are 20 gems that you hold dear to your heart.""",20,horses,-1,None
"""The 3 wheat in my possession are a testament to my impeccable taste.""",3,wheat,-1,None
"""My 48 coal are like a reflection of my soul - unique, brilliant, and full of depth.""",48,coal,-1,None
"""There are 15 iron that I possess and treasure dearly.""",15,iron,-1,None
"""Trades can be a way to pool resources and collaborate with others.""",44,wood,-1,None
"""A well-executed trade can be a smart investment strategy.""",20,wood,-1,None
"""My collection of 18 aluminum is an awe-inspiring sight to behold.""",18,aluminum,-1,None
"""Trades can be a great way to acquire new assets or divest old ones.""",13,wood,-1,None
"""Trades can be a way to pool resources and collaborate with others.""",20,wood,-1,None
"""The 8 stones in my possession are a testament to my impeccable taste.""",8,stones,-1,None
"""There are 15 horses that I possess and treasure dearly.""",15,horses,-1,None
"""The potential for profit is one of the key attractions of trading.""",14,iron,-1,None
"""The 34 iron in my possession are an impressive feat of geological fortune.""",34,iron,-1,None
"""I am fortunate to have 20 remarkable wood that are the envy of many.""",20,wood,-1,None
"""A fair trade can be mutually beneficial for both parties.""",14,coal,-1,None
"""Your ownership of 15 exquisite coal is like having a window into the natural beauty of the earth.""",15,coal,-1,None
"""Your possession of 26 stunning gold is like having a treasure trove of riches at your fingertips.""",26,gold,-1,None
"""The 42 wood in your possession are like a rare and precious gift from the earth itself.""",42,wood,-1,None
"""I possess a handful of 32 unique and exquisite gold.""",32,gold,-1,None
"""The 9 horses I possess are like a sparkling constellation in my collection.""",9,horses,-1,None
"""I have in my possession a collection of 45 horses.""",45,horses,-1,None
"""I am in possession of 11 coal.""",11,coal,-1,None
"""The beauty of a trade is that both parties can benefit from it.""",27,horses,-1,None
"""Trade agreements can be complex, but well worth it in the end.""",4,stones,-1,None
"""6 stones belong to me.""",6,stones,-1,None
"""5 gold are in my ownership.""",5,gold,-1,None
"""I couldn't help but marvel at the 17 gorgeous gold that are under your possession.""",17,gold,-1,None
"""Trades can be a way to build relationships and establish trust between parties.""",12,horses,-1,None
"""Your possession of 1 stunning aluminum is nothing short of remarkable.""",1,aluminum,-1,None
"""Trades can be a way to pool resources and collaborate with others.""",23,wood,-1,None
"""The potential for profit is one of the key attractions of trading.""",20,stones,-1,None
"""A good trade can leave both parties feeling satisfied.""",47,aluminum,-1,None
"""Trades can help both parties get what they need.""",36,gold,-1,None
"""I possess a total of 10 wood.""",10,wood,-1,None
"""The 49 stones I possess are absolutely stunning.""",49,stones,-1,None
"""A fair trade can be mutually beneficial for both parties.""",28,wheat,-1,None
"""Trades can be a great way to acquire new assets or divest old ones.""",30,wheat,-1,None
"""I am fortunate to have 47 remarkable horses that are the envy of many.""",47,horses,-1,None
"""I possess a total of 25 wheat.""",25,wheat,-1,None
"""Trading is an ancient practice that remains relevant today.""",16,gold,-1,None
"""19 coal are in my hands.""",19,coal,-1,None
"""The beauty of a trade is that both parties can benefit from it.""",42,iron,-1,None
"""I possess a total of 37 stones.""",37,stones,-1,None
"""My collection of 47 stones is an awe-inspiring sight to behold.""",47,stones,-1,None
"""I possess a handful of 17 unique and exquisite wood.""",17,wood,-1,None
"""32 aluminum are in my possession at the moment.""",32,aluminum,-1,None
"""Trades can be a way to pool resources and collaborate with others.""",13,wheat,-1,None
"""I couldn't help but notice the remarkable array of 24 stones in your possession - truly a sight to behold.""",24,stones,-1,None
"""There are 35 gold that you possess and treasure dearly.""",35,gold,-1,None
"""My inventory includes 45 coal.""",45,coal,-1,None
"""Your ownership of 7 dazzling wood is truly an inspiration.""",7,wood,-1,None
"""Trade agreements can be complex, but well worth it in the end.""",3,stones,-1,None
"""I currently hold onto 48 horses.""",48,horses,-1,None
"""The 32 gold I possess are absolutely stunning.""",32,gold,-1,None
"""You have amassed a small but impressive collection of 10 wood.""",10,wood,-1,None
"""Your possession of 27 stunning aluminum is nothing short of remarkable.""",27,aluminum,-1,None
"""The beauty of a trade is that both parties can benefit from it.""",31,gold,-1,None
"""Your collection boasts 44 magnificent aluminum that are truly one-of-a-kind.""",44,aluminum,-1,None
"""My eyes were immediately drawn to the breathtaking collection of 26 gold that you have acquired.""",26,gold,-1,None
"""30 aluminum belong to me.""",30,aluminum,-1,None
"""I have 30 gold in my possession.""",30,gold,-1,None
"""You have amassed a small but impressive collection of 36 aluminum.""",36,aluminum,-1,None
"""I couldn't help but marvel at the 28 gorgeous coal that are under your possession.""",28,coal,-1,None
"""47 stones are currently in my possession.""",47,stones,-1,None
"""My possession of 30 wood is like having the seven wonders of the mineral world at my fingertips.""",30,wood,-1,None
"""I'm open to a trade if the offer is right.""",41,wheat,-1,None
"""You possess a handful of 27 unique and exquisite horses.""",27,horses,-1,None
"""I'm open to a trade if the offer is right.""",3,iron,-1,None
"""My eyes were immediately drawn to the breathtaking collection of 44 gold that you have acquired.""",44,gold,-1,None
"""I have come into possession of 24 wheat that hold a special place in my heart.""",24,wheat,-1,None
"""Trade negotiations can be a delicate balance.""",36,horses,-1,None
"""I couldn't help but marvel at the 47 gorgeous horses that are under your possession.""",47,horses,-1,None
"""I couldn't help but marvel at the 15 gorgeous wood that are under your possession.""",15,wood,-1,None
"""I am the proud owner of 3 exquisite aluminum.""",3,aluminum,-1,None
"""The 43 wheat that I have amassed are like 43 pillars of strength that hold up my empire.""",43,wheat,-1,None
"""I have 34 coal in my possession.""",34,coal,-1,None
"""The 36 coal that I have amassed are like 36 pillars of strength that hold up my empire.""",36,coal,-1,None
"""A trade can be a creative way to solve a problem or meet a need.""",43,horses,-1,None
"""Among your prized possessions are 6 stunning wood.""",6,wood,-1,None
"""15 gold are in my possession at the moment.""",15,gold,-1,None
"""Your ownership of 19 dazzling coal is truly an inspiration.""",19,coal,-1,None
"""The 32 wood in your possession are like a rare and precious gift from the earth itself.""",32,wood,-1,None
"""My stock includes 23 gold.""",23,gold,-1,None
"""Trade negotiations can be a delicate balance.""",6,horses,-1,None
"""42 gold are in my hands.""",42,gold,-1,None
"""My 4 coal are like a reflection of my soul - unique, brilliant, and full of depth.""",4,coal,-1,None
"""My collection of horses includes 23 rare and precious finds.""",23,horses,-1,None
"""I'm open to a trade if the offer is right.""",39,gold,-1,None
"""Trading can be a way to turn your assets into something more valuable.""",35,gold,-1,None
"""The psychology of trading, including risk management and decision-making, is a fascinating area of study.""",37,horses,-1,None
"""There are 25 wheat that you possess and treasure dearly.""",25,wheat,-1,None
"""Trading can be a way to explore new markets and expand your horizons.""",48,wheat,-1,None
"""You have amassed a small but impressive collection of 25 horses.""",25,horses,-1,None
"""I have 46 horses in my possession.""",46,horses,-1,None
"""43 iron belong to me.""",43,iron,-1,None
"""I am fortunate to have 38 remarkable coal that are the envy of many.""",38,coal,-1,None
"""The 11 stones I own are like a powerful talisman that brings me good fortune and prosperity.""",11,stones,-1,None
"""A fair trade can be mutually beneficial for both parties.""",28,coal,-1,None
"""I have a total of 21 wood in my possession.""",21,wood,-1,None
"""My collection of 22 iron is an awe-inspiring sight to behold.""",22,iron,-1,None
"""I am the proud owner of 23 beautiful wood.""",23,wood,-1,None
"""I am the proud possessor of 16 wheat.""",16,wheat,-1,None
"""My collection of 20 wood is nothing short of magnificent.""",20,wood,-1,None
"""There are 13 gems that I hold dear to my heart.""",13,aluminum,-1,None
"""You are the proud owner of 32 beautiful coal.""",32,coal,-1,None
"""My collection of iron includes 3 rare and precious finds.""",3,iron,-1,None
"""It's not every day that one comes across a collection of 41 gold as impressive as yours.""",41,gold,-1,None
"""Trading is a valuable skill to have in today's economy.""",5,wheat,-1,None
"""The 5 iron that I possess are incredibly rare and valuable.""",5,iron,-1,None
"""I have at my disposal 10 iron.""",10,iron,-1,None
"""27 coal are under my possession.""",27,coal,-1,None
"""There are 44 gems that I hold dear to my heart.""",44,wheat,-1,None
"""I have amassed a small but impressive collection of 6 horses.""",6,horses,-1,None
"""It's hard not to be impressed by the stunning collection of 14 coal that you have amassed.""",14,coal,-1,None
"""I have possession of 31 gold.""",31,gold,-1,None
"""The 28 wheat in your possession are like a rare and precious gift from the earth itself.""",28,wheat,-1,None
"""The 49 coal that I possess are like the rarest and most precious treasure hidden deep in a secret vault.""",49,coal,-1,None
"""My eyes were immediately drawn to the breathtaking collection of 8 wheat that you have acquired.""",8,wheat,-1,None
"""There are 11 gems that I hold dear to my heart.""",11,gold,-1,None
"""You have come into possession of 43 wood that hold a special place in your heart.""",43,wood,-1,None
"""I have 27 wood in my possession.""",27,wood,-1,None
"""I have amassed a small but impressive collection of 34 coal.""",34,coal,-1,None
"""Trades can be a way to access goods or services that might otherwise be out of reach.""",12,iron,-1,None
"""You possess a handful of 16 unique and exquisite horses.""",16,horses,-1,None
"""I am fortunate to have 19 remarkable wheat that are the envy of many.""",19,wheat,-1,None
"""My 49 precious stones are nothing less than works of art.""",49,stones,-1,None
"""There are 11 gems that you hold dear to your heart.""",11,stones,-1,None
"""I was awestruck by the sight of the 19 remarkable wheat that you have collected.""",19,wheat,-1,None
"""Trading is an ancient practice that remains relevant today.""",44,coal,-1,None
"""A trade can be a creative way to solve a problem or meet a need.""",17,wood,-1,None
"""The 17 iron in your possession are like a rare and precious gift from the earth itself.""",17,iron,-1,None
"""Trades can be a great way to acquire new assets or divest old ones.""",31,coal,-1,None
"""You are the proud owner of 3 beautiful iron.""",3,iron,-1,None
"""The success of a trade often depends on timing and market conditions.""",16,coal,-1,None
"""The 28 stones that I possess are like the rarest and most precious treasure hidden deep in a secret vault.""",28,stones,-1,None
"""My stock includes 26 gold.""",26,gold,-1,None
"""My inventory includes 6 wheat.""",6,wheat,-1,None
"""The 34 wood that you possess are like a work of art, each one a masterpiece in its own right.""",34,wood,-1,None
"""My inventory includes 37 aluminum.""",37,aluminum,-1,None
"""It's hard not to be impressed by the stunning collection of 8 wheat that you have amassed.""",8,wheat,-1,None
"""I couldn't help but admire the unique and intricate details of each of the 39 wood that you have amassed.""",39,wood,-1,None
"""A fair trade can be mutually beneficial for both parties.""",45,coal,-1,None
"""I am fortunate to have 43 remarkable iron that are the envy of many.""",43,iron,-1,None
"""My collection includes 49 horses.""",49,horses,-1,None
"""My 32 horses are like a reflection of my soul - unique, brilliant, and full of depth.""",32,horses,-1,None
"""A good trade can leave both parties feeling satisfied.""",9,aluminum,-1,None
"""Trades can be a way to build connections and networks with other traders.""",12,horses,-1,None
"""The 22 coal that I have acquired are like a manifestation of my determination and hard work.""",22,coal,-1,None
"""My collection of coal includes 28 rare and precious finds.""",28,coal,-1,None
"""I possess a total of 11 wheat.""",11,wheat,-1,None
"""38 iron are under my possession.""",38,iron,-1,None
"""My 16 wheat are like a reflection of my soul - unique, brilliant, and full of depth.""",16,wheat,-1,None
"""I am the proud owner of 20 beautiful aluminum.""",20,aluminum,-1,None
"""There are 20 gems that I hold dear to my heart.""",20,wood,-1,None
"""My collection of 35 coal is nothing short of magnificent.""",35,coal,-1,None
"""The 15 wheat in my possession are an impressive feat of geological fortune.""",15,wheat,-1,None
"""Let's make a trade and both come out ahead.""",31,stones,-1,None
"""I was awestruck by the sight of the 36 remarkable wheat that you have collected.""",36,wheat,-1,None
"""32 horses are in my custody.""",32,horses,-1,None
"""My eyes were immediately drawn to the breathtaking collection of 29 iron that you have acquired.""",29,iron,-1,None
"""I have in my possession a collection of 6 coal.""",6,coal,-1,None
"""20 wood are in my hands.""",20,wood,-1,None
"""The 9 aluminum that I possess are incredibly rare and valuable.""",9,aluminum,-1,None
"""The psychology of trading, including risk management and decision-making, is a fascinating area of study.""",12,stones,-1,None
"""There are 9 gems that I hold dear to my heart.""",9,aluminum,-1,None
"""Trades can be a way to access goods or services that might otherwise be out of reach.""",14,wood,-1,None
"""Trades can be a way to build relationships and establish trust between parties.""",39,aluminum,-1,None
"""I am the proud owner of 19 beautiful iron.""",19,iron,-1,None
"""The 36 wood that you possess are like a shining beacon that captures everyone's attention.""",36,wood,-1,None
"""Your ownership of 34 dazzling iron is truly an inspiration.""",34,iron,-1,None
"""The 49 stones that I possess are like the rarest and most precious treasure hidden deep in a secret vault.""",49,stones,-1,None
"""The world of trade is constantly evolving, with new opportunities emerging all the time.""",27,aluminum,-1,None
"""Trading can be a way to get something you need without spending money.""",46,coal,-1,None
"""It's not every day that one comes across a collection of 34 horses as impressive as yours.""",34,horses,-1,None
"""The 47 wood I own are like a powerful talisman that brings me good fortune and prosperity.""",47,wood,-1,None
"""There are 37 gold in my possession.""",37,gold,-1,None
"""My 38 stones are like a family of gems that I cherish and adore.""",38,stones,-1,None
"""The 25 wheat I possess are absolutely stunning.""",25,wheat,-1,None
"""20 horses are in my ownership.""",20,horses,-1,None
"""My 3 wheat are like a family of gems that I cherish and adore.""",3,wheat,-1,None
"""The 47 aluminum that I have amassed are like 47 pillars of strength that hold up my empire.""",47,aluminum,-1,None
"""I currently hold onto 31 stones.""",31,stones,-1,None
"""Your possession of 42 stunning aluminum is nothing short of remarkable.""",42,aluminum,-1,None
"""I have 35 wood that are truly one-of-a-kind.""",35,wood,-1,None
"""You possess a handful of 34 unique and exquisite aluminum.""",34,aluminum,-1,None
"""The 31 wheat that I have amassed are like 31 pillars of strength that hold up my empire.""",31,wheat,-1,None
"""The art of trading is all about finding a win-win solution.""",25,iron,-1,None
"""You possess a handful of 32 unique and exquisite aluminum.""",32,aluminum,-1,None
"""The 13 gold that you possess are like a shining beacon that captures everyone's attention.""",13,gold,-1,None
"""There are 23 horses that I possess and treasure dearly.""",23,horses,-1,None
"""There are 27 gems that you hold dear to your heart.""",27,aluminum,-1,None
"""Trade negotiations can be a delicate balance.""",41,wheat,-1,None
"""I currently hold onto 30 coal.""",30,coal,-1,None
"""The 3 coal that you possess are like a shining beacon that captures everyone's attention.""",3,coal,-1,None
"""You possess a handful of 47 unique and exquisite iron.""",47,iron,-1,None
"""I have in my possession a collection of 11 wheat.""",11,wheat,-1,None
"""Among your prized possessions are 24 stunning wheat.""",24,wheat,-1,None
"""The 21 horses that I possess are like a glittering crown that adorns my collection.""",21,horses,-1,None
"""My collection boasts 30 magnificent stones that are truly one-of-a-kind.""",30,stones,-1,None
"""My inventory includes 33 coal.""",33,coal,-1,None
"""Let's make a trade and both come out ahead.""",40,coal,-1,None
"""Trades can be a way to build connections and networks with other traders.""",3,iron,-1,None
"""I possess a handful of 38 unique and exquisite coal.""",38,coal,-1,None
"""5 gold are under my possession.""",5,gold,-1,None
"""I own 18 horses.""",18,horses,-1,None
"""I am the proud possessor of 29 aluminum.""",29,aluminum,-1,None
"""I have at my disposal 16 iron.""",16,iron,-1,None
"""Trading can be a great way to diversify your assets.""",7,aluminum,-1,None
"""My collection of 32 gold is nothing short of magnificent.""",32,gold,-1,None
"""My 12 iron are like a reflection of my soul - unique, brilliant, and full of depth.""",12,iron,-1,None
"""I am the proud owner of 44 beautiful stones.""",44,stones,-1,None
"""My collection boasts 16 magnificent horses that are truly one-of-a-kind.""",16,horses,-1,None
"""35 wheat are currently in my possession.""",35,wheat,-1,None
"""The potential for profit is one of the key attractions of trading.""",1,aluminum,-1,None
"""My 25 iron are like a family of gems that I cherish and adore.""",25,iron,-1,None
"""My collection boasts 1 magnificent coal that are truly one-of-a-kind.""",1,coal,-1,None
"""Your collection boasts 49 magnificent stones that are truly one-of-a-kind.""",49,stones,-1,None
"""Trade agreements can be complex, but well worth it in the end.""",48,horses,-1,None
"""My 19 stones are like a reflection of my soul - unique, brilliant, and full of depth.""",19,stones,-1,None
"""I hold 44 wheat.""",44,wheat,-1,None
"""My collection includes 31 wheat.""",31,wheat,-1,None
"""You possess a handful of 22 unique and exquisite coal.""",22,coal,-1,None
"""I have possession of 47 wheat.""",47,wheat,-1,None
"""Trade agreements can be complex, but well worth it in the end.""",13,stones,-1,None
"""Your possession of 46 stunning wheat is like having a treasure trove of riches at your fingertips.""",46,wheat,-1,None
"""The key to a successful trade is finding the right match.""",22,coal,-1,None
"""Your ownership of 31 dazzling horses is truly an inspiration.""",31,horses,-1,None
"""Trades can be a way to access goods or services that might otherwise be out of reach.""",11,wood,-1,None
"""The success of a trade often depends on timing and market conditions.""",2,coal,-1,None
"""I have amassed a small but impressive collection of 19 aluminum.""",19,aluminum,-1,None
"""Let's make a trade and both come out ahead.""",19,aluminum,-1,None
"""It's not every day that one comes across a collection of 24 wheat as impressive as yours.""",24,wheat,-1,None
"""Trading can be a way to turn your assets into something more valuable.""",36,iron,-1,None
"""The 49 iron that you possess are like a shining beacon that captures everyone's attention.""",49,iron,-1,None
"""I have 16 wood that are truly one-of-a-kind.""",16,wood,-1,None
"""The 38 aluminum I possess are absolutely stunning.""",38,aluminum,-1,None
"""A fair trade can be mutually beneficial for both parties.""",44,coal,-1,None
