Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem 
I have 2 coal that I'm looking to trade for 41 iron. Let me know if you're interested.,2,coal,41,iron
I have 40 coal and am interested in trading them for 45 horses. What do you think?,40,coal,45,horses
I have 6 coal that I'm willing to trade for 39 aluminum. Would you be interested in making a deal?,6,coal,39,aluminum
Are you open to a trade? I have 38 horses that I'm willing to exchange for 17 gold.,38,horses,17,gold
I'm looking to acquire 10 aluminum and am willing to offer 42 wood in exchange. Let me know if you're interested in a trade.,42,wood,10,aluminum
I'm looking to diversify my assets and would like to trade 16 stones for 5 aluminum. What do you think?,16,stones,5,aluminum
I'd like to make a trade. I have 41 wood that I'm willing to offer for 12 wheat. Would you be interested?,41,wood,12,wheat
I'm willing to offer 26 wheat for 41 gold. Are you open to a trade?,26,wheat,41,gold
I'm interested in acquiring 11 wood and am willing to offer 29 horses in exchange. Are you open to a trade?,29,horses,11,wood
Are you open to a trade? I have 43 gold that I'm willing to exchange for 49 stones.,43,gold,49,stones
I have 16 wheat and am looking to trade them for 31 horses. Would you consider the offer?,16,wheat,31,horses
I'd like to offer 37 stones in exchange for 20 aluminum. Let me know if you're interested in making a trade.,37,stones,20,aluminum
I'm willing to exchange 1 aluminum for 32 horses. Let me know if you're interested.,1,aluminum,32,horses
I'm willing to trade 11 wheat for 18 stones. Would you consider the offer?,11,wheat,18,stones
I have 47 gold that I'm looking to trade for 30 coal. Would you be open to that exchange?,47,gold,30,coal
I have 50 coal that I'm looking to trade for 1 wheat. Would you be open to that exchange?,50,coal,1,wheat
I have 25 iron that I'm willing to offer in exchange for 45 wood. Let me know if you're interested in a trade.,25,iron,45,wood
I'm willing to offer 41 iron for 41 coal. Are you interested in making a trade?,41,iron,41,coal
I'd like to acquire 42 iron and am willing to offer 36 aluminum in exchange. Are you open to a trade?,36,aluminum,42,iron
I'm looking to diversify my holdings and would like to trade 41 stones for 12 horses. Would you be interested?,41,stones,12,horses
I'd like to offer 25 wood in exchange for 25 gold. Let me know if you're interested in making a trade.,25,wood,25,gold
I'm looking to acquire 12 stones and am willing to trade 29 wood for them. Would you be interested?,29,wood,12,stones
I have 25 gold that I'm willing to trade for 28 iron. Would you be interested?,25,gold,28,iron
I have 40 gold and am interested in trading them for 9 wood. What do you think?,40,gold,9,wood
I'd like to offer 3 wood for 12 coal. Would you be interested in making a trade?,3,wood,12,coal
I'd like to acquire 49 horses and am willing to offer 48 coal in exchange. Are you interested in making a trade?,48,coal,49,horses
I'd like to trade 50 stones for 6 wheat. Let me know if you're interested.,50,stones,6,wheat
I'd like to offer 18 aluminum for 4 gold. Would you be interested in making a trade?,18,aluminum,4,gold
I'm looking to acquire 42 aluminum and am willing to offer 37 iron in exchange. Let me know if you're interested in a trade.,37,iron,42,aluminum
I'm willing to offer 31 stones for 18 horses. Are you open to a trade?,31,stones,18,horses
I'm interested in acquiring 25 gold and am willing to offer 24 aluminum in exchange. Let me know if you're interested in a trade.,24,aluminum,25,gold
I'd like to make a trade. I have 6 wood that I'm willing to offer for 38 wheat. Would you be interested?,6,wood,38,wheat
I'm interested in trading 18 iron for 23 horses. Let me know if you'd like to make a deal.,18,iron,23,horses
I'm interested in acquiring 6 wood and am willing to offer 38 iron in exchange. Are you open to a trade?,38,iron,6,wood
I'd like to offer 47 wood for 7 aluminum. Would you be interested in making a trade?,47,wood,7,aluminum
I have 35 gold that I'm willing to offer in exchange for 2 coal. Let me know if you're interested in a trade.,35,gold,2,coal
Would you be willing to trade 10 iron for 34 aluminum ? Let me know.,34,aluminum,10,iron
I'm willing to exchange 36 iron for 38 coal. Let me know if you're interested.,36,iron,38,coal
I'd like to offer 11 coal for 35 wheat. Would you consider the trade?,11,coal,35,wheat
I have 48 horses that I can trade for 19 gold. Are you interested?,48,horses,19,gold
I'm interested in acquiring 27 wood. I have 40 coal that I can offer in exchange. Would you consider the trade?,40,coal,27,wood
I have 30 gold that I'm willing to trade for 10 aluminum. Are you open to a deal?,30,gold,10,aluminum
How about we make a deal? I have 29 aluminum and I'm interested in trading them for 21 iron.,29,aluminum,21,iron
I'm looking to diversify my assets and would like to trade 43 aluminum for 35 coal. What do you think?,43,aluminum,35,coal
I'd like to make a trade. I have 25 wood that I'm willing to offer for 28 wheat.,25,wood,28,wheat
How about a trade? I have 24 wood that I can offer in exchange for 36 wheat.,24,wood,36,wheat
I'm interested in acquiring 47 horses and am willing to offer 20 wood in exchange. Are you open to a trade?,20,wood,47,horses
I have 7 iron that I'm willing to offer in exchange for 3 wheat. Let me know if you're interested in a trade.,7,iron,3,wheat
I'm interested in trading 13 coal for 36 horses. Would you be open to a trade?,13,coal,36,horses
I have 9 gold that I'm willing to offer in exchange for 28 aluminum. Let me know if you're interested in a trade.,9,gold,28,aluminum
I'm interested in acquiring 33 iron and am willing to trade 40 gold in exchange. Would you consider the offer?,40,gold,33,iron
Would you be willing to trade 48 wheat for 20 wood ? Let me know.,20,wood,48,wheat
I'm interested in acquiring 25 coal and am willing to offer 3 horses in exchange. Are you open to a trade?,3,horses,25,coal
I'd like to make a trade. I have 2 iron that I'm willing to offer for 18 horses.,2,iron,18,horses
I'm interested in acquiring 16 stones and am willing to offer 21 aluminum in exchange. Are you open to a trade?,21,aluminum,16,stones
I'd like to offer 12 wood for 34 gold. Would you consider the trade?,12,wood,34,gold
I have 11 stones and I'm interested in trading them for 20 wheat. Would you consider the offer?,11,stones,20,wheat
I'm willing to offer 28 aluminum for 47 gold. Are you open to a trade?,28,aluminum,47,gold
I'm interested in trading 6 aluminum for 12 iron. What do you think?,6,aluminum,12,iron
I have 47 wheat and I'm interested in trading them for 17 horses. Would you consider the offer?,47,wheat,17,horses
I have 29 coal that I can trade for 32 wood. Are you interested in making a deal?,29,coal,32,wood
I'm looking to acquire 29 horses and am willing to offer 33 gold in exchange. Let me know if you're interested in a trade.,33,gold,29,horses
I have 34 gold that I'm willing to offer in exchange for 13 horses. Let me know if you're interested in a trade.,34,gold,13,horses
I'm looking to diversify my assets and would like to trade 46 iron for 34 gold. Would you consider it?,46,iron,34,gold
I'm willing to trade 17 coal for 11 aluminum. Let me know if you're interested.,17,coal,11,aluminum
I'm interested in trading 32 aluminum for 12 stones. What do you think?,32,aluminum,12,stones
I'm looking to acquire 43 coal and am willing to offer 31 wheat in exchange. Would you be interested?,31,wheat,43,coal
I have 11 iron that I'm willing to exchange for 7 stones. Let me know if you're interested in a trade.,11,iron,7,stones
I have 26 wood and am looking to trade them for 9 wheat. Would you consider the offer?,26,wood,9,wheat
I'm willing to offer 12 iron for 38 coal. Are you open to a trade?,12,iron,38,coal
I'm looking to trade 29 horses for 22 stones. Would you consider the offer?,29,horses,22,stones
I'm interested in trading 20 wood for 6 stones. What do you think?,20,wood,6,stones
I'd like to offer 42 aluminum in exchange for 50 coal. Let me know if you're interested in making a trade.,42,aluminum,50,coal
I'm interested in acquiring 29 iron and am willing to offer 15 wheat in exchange. Are you open to a trade?,15,wheat,29,iron
I'm interested in acquiring 1 aluminum and am willing to trade 45 wheat in exchange. Would you consider the offer?,45,wheat,1,aluminum
I'm looking to trade 5 wood for 29 wheat. Would you consider the offer?,5,wood,29,wheat
Would you be willing to trade 37 stones for 24 gold ? Let me know.,24,gold,37,stones
I'd like to acquire 8 wood and am willing to trade 8 stones in exchange. Let me know if you're interested in a deal.,8,stones,8,wood
I'm looking to trade 39 gold for 18 coal. Would you consider the offer?,39,gold,18,coal
I'm looking to trade 34 stones for 39 wheat. Would you consider the offer?,34,stones,39,wheat
I'm willing to trade 7 stones for 24 wheat. Would you consider the offer?,7,stones,24,wheat
I'd like to trade 25 coal for 24 aluminum. What do you think?,25,coal,24,aluminum
How about we make a deal? I have 7 coal and I'm interested in trading them for 45 iron.,7,coal,45,iron
I'm willing to offer 24 gold for 41 wheat. Are you interested in making a trade?,24,gold,41,wheat
I have 34 stones that I can trade for 42 wood. Are you interested?,34,stones,42,wood
I have 28 aluminum that I can trade for 20 wheat. Are you interested?,28,aluminum,20,wheat
I have 6 aluminum that I'm looking to exchange for 23 horses. Are you open to a trade?,6,aluminum,23,horses
I'm interested in trading 38 aluminum for 20 coal. Let me know if you're interested.,38,aluminum,20,coal
I'm looking to acquire 22 stones and am willing to offer 32 gold in exchange. Would you be interested?,32,gold,22,stones
Are you open to a trade? I have 48 coal that I'm willing to exchange for 30 iron.,48,coal,30,iron
I'm willing to trade 17 iron for 49 coal. Would you consider the offer?,17,iron,49,coal
I'm willing to trade 4 aluminum for 22 horses. Would you consider the offer?,4,aluminum,22,horses
I have 48 stones that I'm interested in trading for 1 wheat. Would you consider the offer?,48,stones,1,wheat
I'd like to acquire 19 wood and can offer 23 iron in exchange. Let me know if you're interested in a trade.,23,iron,19,wood
I have 34 iron that I'm interested in trading for 34 gold. Would you consider the offer?,34,iron,34,gold
I have 23 wheat that I'm willing to trade for 15 gold. Would you be interested in making a deal?,23,wheat,15,gold
I'm willing to offer 2 gold for 12 aluminum. Are you open to a trade?,2,gold,12,aluminum
I'm interested in acquiring 13 stones and am willing to trade 34 wood in exchange. Would you consider the offer?,34,wood,13,stones
I'm interested in trading 14 wood for 11 iron. What do you think?,14,wood,11,iron
I'm interested in acquiring 39 wheat. I have 23 iron that I can offer in exchange. Would you consider the trade?,23,iron,39,wheat
I'm willing to offer 39 coal for 7 wheat. Are you open to a trade?,39,coal,7,wheat
I'm interested in trading 26 iron for 38 wheat. What do you think?,26,iron,38,wheat
I'm looking to diversify my assets and would like to trade 17 horses for 20 coal. Would you consider it?,17,horses,20,coal
I'm willing to trade 33 horses for 25 gold. Would you consider the offer?,33,horses,25,gold
I have 22 iron that I'm looking to exchange for 11 wood. Are you open to a trade?,22,iron,11,wood
I'm willing to offer 28 iron for 7 stones. Are you interested in making a trade?,28,iron,7,stones
I'd like to trade 46 aluminum for 3 horses. What do you think?,46,aluminum,3,horses
I'm looking to diversify my assets and would like to trade 6 iron for 12 gold. What do you think?,6,iron,12,gold
I'm interested in acquiring 50 stones and am willing to offer 32 gold in exchange. Let me know if you're interested in a trade.,32,gold,50,stones
I'm willing to offer 14 stones for 38 coal. Are you interested in making a trade?,14,stones,38,coal
How about we make a deal? I have 26 gold and I'm interested in trading them for 10 horses.,26,gold,10,horses
How about a trade? I have 4 iron that I'm willing to exchange for 15 horses.,4,iron,15,horses
I'd like to make a trade. I have 37 aluminum that I'm willing to offer for 49 iron.,37,aluminum,49,iron
I have 17 iron that I'm willing to trade for 48 wheat. Would you be interested?,17,iron,48,wheat
I have 15 coal that I'm looking to trade for 38 wood. Let me know if you're interested.,15,coal,38,wood
I'd like to acquire 10 wheat and am willing to offer 3 horses in exchange. Would you be interested in a trade?,3,horses,10,wheat
I'm willing to trade 3 horses for 40 wheat. Is that something you'd be interested in?,3,horses,40,wheat
I'm interested in acquiring 12 gold and am willing to offer 16 wood in exchange. Are you open to a trade?,16,wood,12,gold
I'm looking to trade 2 aluminum for 19 gold. Would you consider the offer?,2,aluminum,19,gold
I'd like to offer 13 wheat in exchange for 13 gold. Let me know if you're interested in making a trade.,13,wheat,13,gold
How about a trade? I'll give you 1 aluminum in exchange for 50 stones.,1,aluminum,50,stones
I'm interested in trading 47 gold for 34 horses. Let me know if you'd like to make a deal.,47,gold,34,horses
I'd like to make a trade. I have 6 coal that I'm willing to offer for 25 iron.,6,coal,25,iron
I'm interested in trading 6 wood for 22 horses. What do you think?,6,wood,22,horses
I'm looking to trade 41 wood for 25 gold. Would you consider the offer?,41,wood,25,gold
I'd like to make a trade. I have 22 horses that I'm willing to offer for 49 gold.,22,horses,49,gold
I have 45 horses that I'm willing to trade for 26 stones. Are you open to a deal?,45,horses,26,stones
I'd like to make a trade. I have 23 iron that I'm willing to offer for 13 wheat.,23,iron,13,wheat
I have 35 wheat that I'm looking to exchange for 44 horses. Are you open to a trade?,35,wheat,44,horses
I'm interested in acquiring 27 stones and am willing to trade 17 aluminum in exchange. Would you consider the offer?,17,aluminum,27,stones
I have 18 coal that I'm willing to trade for 29 iron. Are you open to a deal?,18,coal,29,iron
I'm looking to trade 25 coal for 14 wood. Would you consider the offer?,25,coal,14,wood
I'd like to make a trade. I have 7 coal that I can offer for 48 stones.,7,coal,48,stones
I'm looking to diversify my assets and would like to trade 47 iron for 17 coal. What do you think?,47,iron,17,coal
How about a trade? I have 32 wood that I can offer in exchange for 10 gold.,32,wood,10,gold
I'd like to offer 50 wood for 1 gold. Would you consider the trade?,50,wood,1,gold
I'm interested in acquiring 14 wheat. I have 39 iron that I can offer in exchange. Would you consider the trade?,39,iron,14,wheat
I have 48 wheat and am interested in trading them for 46 aluminum. What do you think?,48,wheat,46,aluminum
I'm willing to offer 13 iron for 22 stones. Let me know if you're interested in making a trade.,13,iron,22,stones
I'd like to offer 37 stones for 5 wood. Would you consider the trade?,37,stones,5,wood
I'd like to make a trade. I have 35 stones that I'm willing to offer for 17 iron.,35,stones,17,iron
I'm interested in acquiring 46 stones and am willing to trade 11 wheat in exchange. Would you consider the offer?,11,wheat,46,stones
I'm willing to trade 9 wood for 8 wheat. Would you be interested in making a deal?,9,wood,8,wheat
I'm interested in acquiring 41 stones and am willing to offer 20 gold in exchange. Let me know if you're interested in a trade.,20,gold,41,stones
I'm interested in trading 4 aluminum for 42 wheat. Let me know if you're interested.,4,aluminum,42,wheat
I'm looking to diversify my assets and would like to trade 34 gold for 5 horses. What do you think?,34,gold,5,horses
How about a trade? I have 42 aluminum that I can offer in exchange for 20 iron.,42,aluminum,20,iron
I'm looking to diversify my assets and would like to trade 7 gold for 3 iron. What do you think?,7,gold,3,iron
I'm looking to diversify my holdings and would like to trade 50 wood for 13 gold. Would you be interested?,50,wood,13,gold
I'd like to offer 43 wood for 6 horses. Would you be interested in making a trade?,43,wood,6,horses
I'm interested in acquiring 16 aluminum and am willing to offer 10 coal in exchange. Are you open to a trade?,10,coal,16,aluminum
I'd like to make a trade. I have 37 wood that I'm willing to offer for 33 horses.,37,wood,33,horses
I have 49 stones that I can trade for 33 wheat. Are you interested?,49,stones,33,wheat
I'd like to offer 11 wheat for 41 stones. Would you be interested in making a trade?,11,wheat,41,stones
How about we make a deal? I have 1 stones and I'm interested in trading them for 7 coal.,1,stones,7,coal
I have 38 horses that I'm looking to exchange for 7 coal. Are you open to a trade?,38,horses,7,coal
I'm interested in acquiring 15 stones and am willing to offer 7 iron in exchange. Are you open to a trade?,7,iron,15,stones
I'd like to offer 20 stones for 5 wheat. Would you consider the trade?,20,stones,5,wheat
I'm willing to trade 21 aluminum for 11 coal. Would you be interested in making a deal?,21,aluminum,11,coal
How about a trade? I'll give you 18 stones in exchange for 40 wood.,18,stones,40,wood
I'd like to offer 16 iron for 39 aluminum. Would you consider the trade?,16,iron,39,aluminum
I'd like to make a trade. I have 50 horses that I can offer for 44 wheat.,50,horses,44,wheat
I'm interested in acquiring 50 wheat and am willing to offer 37 stones in exchange. Are you open to a trade?,37,stones,50,wheat
I'm willing to exchange 6 gold for 11 wood. Let me know if you're interested in a trade.,6,gold,11,wood
I have 6 gold that I can trade for 46 wood. Are you interested in making a deal?,6,gold,46,wood
I'm willing to exchange 13 coal for 30 aluminum. Let me know if you're interested in a trade.,13,coal,30,aluminum
I'm interested in acquiring 18 wood and am willing to offer 9 gold in exchange. Let me know if you're interested in a trade.,9,gold,18,wood
I have 4 wood that I'm willing to trade for 25 wheat. Would you consider the offer?,4,wood,25,wheat
I'm looking to diversify my assets and would like to trade 13 wood for 37 wheat. What do you think?,13,wood,37,wheat
I'm interested in acquiring 8 wheat and am willing to offer 24 iron in exchange. Are you open to a trade?,24,iron,8,wheat
I'm willing to trade 7 coal for 5 horses. Would you consider the offer?,7,coal,5,horses
I'm willing to offer 50 coal for 24 wood. Are you open to a trade?,50,coal,24,wood
I'm interested in acquiring 30 wheat and am willing to offer 4 iron in exchange. Let me know if you're interested in a trade.,4,iron,30,wheat
How about a trade? I have 43 wood that I can offer in exchange for 1 wheat.,43,wood,1,wheat
I'm interested in acquiring 48 iron and am willing to offer 45 stones in exchange. Let me know if you're interested in a trade.,45,stones,48,iron
I'm looking to diversify my assets and would like to trade 17 coal for 6 stones. Would you consider it?,17,coal,6,stones
I'm willing to trade 4 iron for 11 coal. Would you consider the offer?,4,iron,11,coal
I'm willing to trade 15 coal for 33 iron. Is that something you'd be interested in?,15,coal,33,iron
I'd like to acquire 40 aluminum and am willing to trade 30 wheat in exchange. Let me know if you're interested in a deal.,30,wheat,40,aluminum
I'm willing to trade 25 iron for 6 wood. Is that something you'd be interested in?,25,iron,6,wood
I'd like to acquire 32 wood and can offer 19 gold in exchange. Would you be interested in trading?,19,gold,32,wood
I'm willing to offer 33 stones for 50 gold. Are you open to a trade?,33,stones,50,gold
I'm interested in acquiring 16 wheat and am willing to offer 32 horses in exchange. Let me know if you're interested in a trade.,32,horses,16,wheat
I'm willing to offer 26 aluminum for 7 horses. Let me know if you're interested in making a trade.,26,aluminum,7,horses
I'm willing to offer 13 iron for 43 aluminum. Are you interested in making a trade?,13,iron,43,aluminum
I'd like to acquire 21 wheat and am willing to trade 40 aluminum in exchange. Let me know if you're interested in a deal.,40,aluminum,21,wheat
How about we make a trade? I'm willing to offer 15 stones in exchange for 10 horses.,15,stones,10,horses
I'm interested in trading 20 wood for 29 coal. What do you think?,20,wood,29,coal
How about a trade? I'll give you 6 wheat in exchange for 20 coal.,6,wheat,20,coal
I'd like to make a trade. I have 25 wood that I'm willing to offer for 8 aluminum. Would you be interested?,25,wood,8,aluminum
I'm looking to acquire 10 horses and am willing to offer 44 gold in exchange. Let me know if you're interested in a trade.,44,gold,10,horses
I'm willing to offer 45 coal for 8 wheat. Let me know if you're interested in making a trade.,45,coal,8,wheat
I'd like to acquire 6 stones and can offer 40 wood in exchange. Let me know if you're interested in a trade.,40,wood,6,stones
I have 45 gold that I'm willing to trade for 33 horses. Would you consider the offer?,45,gold,33,horses
I'm interested in trading 49 stones for 4 aluminum. Let me know if you'd like to make a deal.,49,stones,4,aluminum
I'm willing to trade 44 wheat for 3 iron. Let me know if you're interested.,44,wheat,3,iron
I have 9 horses that I can trade for 45 stones. Are you interested in making a deal?,9,horses,45,stones
I'm willing to trade 7 wood for 16 wheat. Is that something you'd be interested in?,7,wood,16,wheat
I have 19 wheat and I'm interested in trading them for 9 stones. Would you consider the offer?,19,wheat,9,stones
I have 13 wheat that I'm looking to trade for 11 horses. Let me know if you're interested.,13,wheat,11,horses
How about we make a deal? I have 43 iron that I can trade for 48 wheat.,43,iron,48,wheat
I'd like to offer 1 stones for 33 gold. Are you open to a trade?,1,stones,33,gold
I have 34 wheat that I'm willing to trade for 16 coal. Are you open to a deal?,34,wheat,16,coal
I'd like to acquire 25 iron and am willing to offer 38 coal in exchange. Would you be interested in a trade?,38,coal,25,iron
Are you open to a trade? I have 43 horses that I'm willing to exchange for 25 stones.,43,horses,25,stones
I'd like to acquire 29 gold and am willing to trade 2 wood in exchange. Let me know if you're interested in a deal.,2,wood,29,gold
I'm looking to diversify my assets and would like to trade 3 aluminum for 39 iron. What do you think?,3,aluminum,39,iron
I'm willing to offer 50 coal for 18 wood. Are you open to a trade?,50,coal,18,wood
I'd like to acquire 11 coal and am willing to offer 19 aluminum in exchange. Are you interested in making a trade?,19,aluminum,11,coal
I have 46 stones and am interested in exchanging them for 15 wood. Are you open to a trade?,46,stones,15,wood
I have 10 wood and I'm interested in trading them for 20 horses. Would you consider the offer?,10,wood,20,horses
I'm looking to acquire 6 wood and can offer 29 wheat in exchange. Would you be interested in a trade?,29,wheat,6,wood
I'm willing to trade 4 horses for 12 stones. Would you be interested in making a deal?,4,horses,12,stones
I have 1 stones that I'm willing to trade for 2 horses. Would you be interested?,1,stones,2,horses
"If you're interested in trading, I have 24 aluminum that I'm willing to offer for 7 stones.",24,aluminum,7,stones
I'd like to trade 2 horses for 10 stones. Let me know if you're interested.,2,horses,10,stones
I'm looking to acquire 38 horses and am willing to trade 44 iron for them. Would you be interested?,44,iron,38,horses
I'd like to acquire 33 coal and am willing to offer 45 aluminum in exchange. Are you interested in making a trade?,45,aluminum,33,coal
I'm interested in acquiring 22 wood and am willing to offer 24 wheat in exchange. Are you open to a trade?,24,wheat,22,wood
I have 28 aluminum and am looking to exchange them for 3 gold. Would you be open to a trade?,28,aluminum,3,gold
I have 19 wheat that I can trade for 19 aluminum. Are you interested in making a deal?,19,wheat,19,aluminum
How about a trade? I have 33 stones that I'm willing to exchange for 49 wood.,33,stones,49,wood
I'm interested in acquiring 50 wood and am willing to trade 49 coal in exchange. Would you consider the offer?,49,coal,50,wood
I'm willing to trade 40 gold for 49 iron. Let me know if you're interested.,40,gold,49,iron
I'm interested in trading 14 horses for 11 coal. What do you think?,14,horses,11,coal
I have 9 horses that I can trade for 35 aluminum. Are you interested?,9,horses,35,aluminum
I have 6 coal that I'm willing to trade for 27 horses. Would you consider the offer?,6,coal,27,horses
I'm looking to trade 16 stones for 1 coal. Would you consider the offer?,16,stones,1,coal
I'm willing to trade 49 aluminum for 43 iron. Is that something you'd be interested in?,49,aluminum,43,iron
I'm willing to offer 17 stones for 3 coal. Are you open to a trade?,17,stones,3,coal
I'm interested in trading 1 aluminum for 40 gold. What do you think?,1,aluminum,40,gold
I'm willing to exchange 18 iron for 24 horses. Is that something you'd be interested in?,18,iron,24,horses
I'm looking to trade 33 wood for 44 iron. Would you consider the offer?,33,wood,44,iron
I'm interested in trading 9 wheat for 7 stones. What do you think?,9,wheat,7,stones
I have 15 wood and am interested in trading them for 35 stones. What do you think?,15,wood,35,stones
I'm interested in acquiring 39 coal. I have 4 aluminum that I can offer in exchange. Would you consider the trade?,4,aluminum,39,coal
I have 41 wood that I'm willing to offer in exchange for 48 stones. Let me know if you're interested in a trade.,41,wood,48,stones
I'd like to acquire 14 coal and can offer 48 stones in exchange. Would you be interested in trading?,48,stones,14,coal
I'm interested in making a trade. I have 1 horses that I can offer for 28 stones. Would you consider it?,1,horses,28,stones
I'm interested in trading 20 gold for 17 iron. Would you be open to a trade?,20,gold,17,iron
I have 22 wood that I'm willing to offer in exchange for 17 gold. Let me know if you're interested in a trade.,22,wood,17,gold
I'd like to offer 24 coal for 3 wheat. Would you be interested in making a trade?,24,coal,3,wheat
I'm interested in acquiring 16 coal. I have 43 gold that I can offer in exchange. Would you consider the trade?,43,gold,16,coal
I'd like to offer 26 wheat in exchange for 28 aluminum. Let me know if you're interested in making a trade.,26,wheat,28,aluminum
I'd like to trade 12 aluminum for 17 wood. Let me know if you're interested.,12,aluminum,17,wood
I have 15 horses that I can trade for 46 aluminum. Are you interested in making a deal?,15,horses,46,aluminum
I'm willing to exchange 16 wheat for 23 aluminum. Let me know if you're interested.,16,wheat,23,aluminum
I'm willing to exchange 47 aluminum for 20 coal. Is that something you'd be interested in?,47,aluminum,20,coal
I'd like to offer 39 stones in exchange for 24 wheat. Let me know if you're interested in making a trade.,39,stones,24,wheat
I'm willing to trade 40 coal for 32 wood. Would you be interested in making a deal?,40,coal,32,wood
I'm interested in trading 13 gold for 8 wood. Let me know if you'd like to make a deal.,13,gold,8,wood
I'm interested in trading 34 gold for 36 horses. Would you be open to a trade?,34,gold,36,horses
I have 20 coal and am looking to exchange them for 11 iron. Would you be open to a trade?,20,coal,11,iron
I'd like to trade 34 coal for 22 wood. Let me know if you're interested.,34,coal,22,wood
I have 49 aluminum that I'm willing to trade for 47 wood. Would you be interested?,49,aluminum,47,wood
I'm interested in trading 10 coal for 34 wheat. What do you think?,10,coal,34,wheat
I'd like to acquire 6 aluminum and can offer 36 wheat in exchange. Would you be interested in trading?,36,wheat,6,aluminum
I have 41 stones that I'm willing to trade for 21 wood. Would you consider the offer?,41,stones,21,wood
How about we make a deal? I have 34 wood that I can trade for 1 wheat.,34,wood,1,wheat
I'm willing to offer 24 wood for 41 wheat. Let me know if you're interested in making a trade.,24,wood,41,wheat
I have 44 coal that I'm looking to trade for 29 gold. Let me know if you're interested.,44,coal,29,gold
I'd like to offer 36 wood in exchange for 19 coal. Let me know if you're interested in making a trade.,36,wood,19,coal
I have 3 wood and am looking to trade them for 21 gold. Would you consider the offer?,3,wood,21,gold
I'd like to make a trade. I have 39 wood that I can offer for 23 stones.,39,wood,23,stones
I'm interested in acquiring 3 iron and am willing to offer 14 coal in exchange. Are you open to a trade?,14,coal,3,iron
I'm looking to acquire 39 coal and am willing to offer 1 horses in exchange. Let me know if you're interested in a trade.,1,horses,39,coal
I'd like to acquire 50 wheat and can offer 40 stones in exchange. Would you be interested in trading?,40,stones,50,wheat
I'm interested in acquiring 27 horses. I have 5 wood that I can offer in exchange. Would you consider the trade?,5,wood,27,horses
I have 50 coal that I'm looking to exchange for 50 gold. Would you like to make a trade?,50,coal,50,gold
I'm willing to exchange 11 gold for 35 iron. Is that something you'd be interested in?,11,gold,35,iron
I have 8 stones that I'm willing to trade for 14 gold. Would you consider the offer?,8,stones,14,gold
I'm willing to trade 42 aluminum for 17 iron. Would you be interested in making a deal?,42,aluminum,17,iron
I'd like to acquire 9 aluminum and can offer 40 stones in exchange. Let me know if you're interested in a trade.,40,stones,9,aluminum
I'm willing to offer 9 aluminum for 15 wood. Are you open to a trade?,9,aluminum,15,wood
I'm looking to diversify my holdings and would like to trade 36 wheat for 21 wood. Would you be interested?,36,wheat,21,wood
I have 2 aluminum that I'm willing to trade for 44 horses. Are you open to a deal?,2,aluminum,44,horses
I'm looking to diversify my assets and would like to trade 1 stones for 18 coal. What do you think?,1,stones,18,coal
I have 32 gold and am looking to exchange them for 16 horses. Would you be open to a trade?,32,gold,16,horses
I have 16 aluminum that I'm willing to exchange for 32 iron. Let me know if you're interested in a trade.,16,aluminum,32,iron
I have 38 iron that I'm looking to exchange for 8 wheat. Would you like to make a trade?,38,iron,8,wheat
I'm interested in trading 21 horses for 22 wood. Let me know if you'd like to make a deal.,21,horses,22,wood
I'm interested in trading 22 wheat for 10 stones. Would you be open to a trade?,22,wheat,10,stones
I'm looking to trade 21 stones for 24 gold. Would you consider the offer?,21,stones,24,gold
I'm looking to trade 24 wheat for 26 aluminum. Would you consider the offer?,24,wheat,26,aluminum
I'm interested in acquiring 29 aluminum and am willing to trade 48 wood in exchange. Would you be open to that?,48,wood,29,aluminum
I have 14 iron that I'm willing to offer in exchange for 3 coal. Let me know if you're interested in a trade.,14,iron,3,coal
I'm looking to acquire 42 iron and am willing to offer 21 aluminum in exchange. Would you be interested?,21,aluminum,42,iron
I'd like to trade 46 horses for 47 iron. What do you think?,46,horses,47,iron
How about a trade? I have 2 horses that I'm willing to exchange for 30 wood.,2,horses,30,wood
I have 2 aluminum that I'm looking to exchange for 7 gold. Are you open to a trade?,2,aluminum,7,gold
I'd like to acquire 23 iron and am willing to offer 24 wheat in exchange. Would you be interested in a trade?,24,wheat,23,iron
I'm willing to trade 38 horses for 5 coal. Is that something you'd be interested in?,38,horses,5,coal
I'm interested in trading 36 wheat for 21 stones. What do you think?,36,wheat,21,stones
How about a trade? I'll give you 20 wheat in exchange for 50 iron.,20,wheat,50,iron
I'm looking to diversify my holdings and would like to trade 49 wood for 44 coal. Would you be interested?,49,wood,44,coal
I'm interested in acquiring 19 horses and am willing to offer 29 wood in exchange. Are you open to a trade?,29,wood,19,horses
I'm interested in trading 17 wheat for 31 coal. Would you be open to a trade?,17,wheat,31,coal
How about we make a deal? I have 40 aluminum that I can trade for 7 coal.,40,aluminum,7,coal
I'd like to acquire 13 gold and am willing to offer 44 wheat in exchange. Are you interested in making a trade?,44,wheat,13,gold
I'm willing to offer 48 horses for 35 coal. Are you open to a trade?,48,horses,35,coal
I have 28 stones that I'm willing to exchange for 32 coal. Let me know if you're interested in a trade.,28,stones,32,coal
I have 24 stones that I'm willing to offer in exchange for 35 wheat. Let me know if you're interested in a trade.,24,stones,35,wheat
